url,product_title,product_price,Condition,Processor,Screen Size,Chipset Model,Lock Status,SIM Card Slot,Brand,Manufacturer Warranty,Network,Model,Connectivity,Style,Operating System,Features,Storage Capacity,Contract,Camera Resolution,RAM,feedback
https://www.ebay.com/fdbk/feedback_profile/freedomcomtec?filter=feedback_page%3ARECEIVED_AS_SELLER&q=284638811512&sort=TIME,,,,,,,,,,,,,,,,,,,,,"Love it ,*NEW SEALED* T-MOBILE Apple iPhone 6 - 16/64/128GB Unlocked UNLOCKED Smartphone (#,),Refunded promptly!,*NEW SEALED* T-MOBILE Apple iPhone 6 - 16/64/128GB Unlocked UNLOCKED Smartphone (#,),I ordered wrong phone returned no problem ,*NEW SEALED* T-MOBILE Apple iPhone 6 - 16/64/128GB Unlocked UNLOCKED Smartphone (#,),Nice phone,*NEW SEALED* T-MOBILE Apple iPhone 6 - 16/64/128GB Unlocked UNLOCKED Smartphone (#,),Exactly as described ,*NEW SEALED* T-MOBILE Apple iPhone 6 - 16/64/128GB Unlocked UNLOCKED Smartphone (#,),Na,*NEW SEALED* T-MOBILE Apple iPhone 6 - 16/64/128GB Unlocked UNLOCKED Smartphone (#,),As described and fast shipping.  Great seller!,*NEW SEALED* T-MOBILE Apple iPhone 6 - 16/64/128GB Unlocked UNLOCKED Smartphone (#,),��,*NEW SEALED* T-MOBILE Apple iPhone 6 - 16/64/128GB Unlocked UNLOCKED Smartphone (#,),Device was in near perfect condition. I found a few small oddities mainly being that the casing of the phone has the Apple logo almost floating in its shell. Makes me a little suspicious this was a case swapped phone and not a genuinely new phone. Either way it’s in good enough condition and the Apple logo wiggling doesn’t bother me, just something to be aware of,*NEW SEALED* T-MOBILE Apple iPhone 6 - 16/64/128GB Unlocked UNLOCKED Smartphone (#,),Thanks,*NEW SEALED* T-MOBILE Apple iPhone 6 - 16/64/128GB Unlocked UNLOCKED Smartphone (#,),Brand new and sealed, words great,*NEW SEALED* T-MOBILE Apple iPhone 6 - 16/64/128GB Unlocked UNLOCKED Smartphone (#,),Exactly as ordered and on time.  Customer service was 1st class,*NEW SEALED* T-MOBILE Apple iPhone 6 - 16/64/128GB Unlocked UNLOCKED Smartphone (#,),DELIVERED ON TIME,*NEW SEALED* T-MOBILE Apple iPhone 6 - 16/64/128GB Unlocked UNLOCKED Smartphone (#,),5/5,*NEW SEALED* T-MOBILE Apple iPhone 6 - 16/64/128GB Unlocked UNLOCKED Smartphone (#,),5/5,*NEW SEALED* T-MOBILE Apple iPhone 6 - 16/64/128GB Unlocked UNLOCKED Smartphone (#,),Thanks!,*NEW SEALED* T-MOBILE Apple iPhone 6 - 16/64/128GB Unlocked UNLOCKED Smartphone (#284638811512),Phone was new in box, shipping was fast , thanks,*NEW SEALED* T-MOBILE Apple iPhone 6 - 16/64/128GB Unlocked UNLOCKED Smartphone (#284638811512),Items is as described.,*NEW SEALED* T-MOBILE Apple iPhone 6 - 16/64/128GB Unlocked UNLOCKED Smartphone (#284638811512),Great seller! Item was as-described, packed well, and shipped fast. A++,*NEW SEALED* T-MOBILE Apple iPhone 6 - 16/64/128GB Unlocked UNLOCKED Smartphone (#284638811512),Item was delivered in a timely manner as promised,*NEW SEALED* T-MOBILE Apple iPhone 6 - 16/64/128GB Unlocked UNLOCKED Smartphone (#284638811512),Phone was in box and I think new, very happy with my purchase so far. ,*NEW SEALED* T-MOBILE Apple iPhone 6 - 16/64/128GB Unlocked UNLOCKED Smartphone (#284638811512),5 stars all the way. Great seller. Would buy again . Thank you ,*NEW SEALED* T-MOBILE Apple iPhone 6 - 16/64/128GB Unlocked UNLOCKED Smartphone (#284638811512),Slowest phone I’ve ever used in my life. Says new but it’s obviously a used device. Terrible purchase. If this wasn’t an urgent purchase I would be returning this item immediately and expecting a full refund. Absolutely ridiculous,*NEW SEALED* T-MOBILE Apple iPhone 6 - 16/64/128GB Unlocked UNLOCKED Smartphone (#284638811512),The phone arrived exactly as described, unsealed in the box.  Great seller. A++  Highly recommend.,*NEW SEALED* T-MOBILE Apple iPhone 6 - 16/64/128GB Unlocked UNLOCKED Smartphone (#284638811512),Very satisfied ,*NEW SEALED* T-MOBILE Apple iPhone 6 - 16/64/128GB Unlocked UNLOCKED Smartphone (#284638811512)"
https://www.ebay.com/itm/294655667278?epid=3049291490&hash=item449ad8ac4e:g:IYIAAOSwp~ZlDbyb&amdata=enc%3AAQAIAAAAwExT8hSNvNsLktsAwrByNi8qmDBukRuUWyCDHLyUfhAkvy%2BiuvPNjf3Oktcgi%2FmbhxXQxvXTtSxA14wS7txoFB8ew39QHnQ3ETBlW2r7m9mGCGKMPH866YlamJZHSkW2jNiMkA65qWq8t2Ju7%2FKi335oYlPswKfgnKf%2FB6vooxDyxTJig0Iv2g8xVnOmL0hnRX2CUoPGdQzFBCX73eUBMO0w7SX8Q7IClLVOoM%2BMN3dQDm%2B4EUOr66EBmgAhYbmJgg%3D%3D%7Ctkp%3ABlBMUNbQ8pj-Yg,Apple iPhone 13 mini 128GB Factory Unlocked AT&T T-Mobile Verizon Good Condition,US $389.95,Good - Refurbished,“100% Fully Functional - Good Cosmetic Condition. Moderate signs of wear. See below for full ... ,"4G, Bluetooth, NFC, Wi-Fi, Lightning, 5G",Apple,Apple iPhone 13 mini,128 GB,Unlocked,12.0 MP,5.4 in,iOS,Factory Unlocked,Hexa Core,4 GB,"Dual Rear Cameras, Tap to Wake, Ultra Wide-Angle Camera",Without Contract,"Midnight, Blue, Pink, (PRODUCT)RED, Green, Starlight",2021,80% or higher,
https://www.ebay.com/itm/304087129567?epid=9037957801&hash=item46cd015ddf:g:13wAAOSwan5k5if4&amdata=enc%3AAQAIAAAAwIrvM7SBlruEypnj1by7R%2FkiWppPeYqRHTaMDkbhbOjJB66GvMIi2l4ht8NSjor6UtAcHm510PMprwdBDIKtTYSATRdAB2m8PxUlDuXBxcXuJ1a0TBh14wMbXguBQ4E6kDMoDbTommC6FaWhd4xdhYbbiaXKMD0fyEBdIkFhxlRL8mjkYXhm8OXIYgMT0%2BDaGox%2BnBdGplFvauqqszb5tta1TtxZDn75eTpiPRy3JScCNL7W1ZuriVL7%2FKhKSR4Y9w%3D%3D%7Ctkp%3ABlBMUNbQ8pj-Yg,Apple iPhone 11 Pro 64GB Unlocked AT&T T-Mobile Verizon Very Good Condition,US $314.95,Very Good - Refurbished,“100% Fully Functional - Very Good Cosmetic Condition. Very minimal signs of wear. See below for ... ,Apple,Apple iPhone 11 Pro,64 GB,Unlocked,12.0MP,5.8 in,iOS,Factory Unlocked,"4G, Bluetooth, NFC, Wi-Fi, Lightning",Hexa Core,4 GB,"Tap to Wake, Triple Rear Camera, Ultra Wide-Angle Camera","Gold, Space Gray, Midnight Green, Silver",2019,80% or higher,Bar,
https://www.ebay.com/fdbk/feedback_profile/supplytronics?filter=feedback_page%3ARECEIVED_AS_SELLER&q=294655667278&sort=TIME,,,,,,,,,,,,,,,,,,,,,"Perfectly functioning phone. Fast shipping. Excellent service. ,Apple iPhone 13 mini 128GB Factory Unlocked AT&T T-Mobile Verizon Good Condition (#,),Super fast shipping, product as described!!,Apple iPhone 13 mini 128GB Factory Unlocked AT&T T-Mobile Verizon Good Condition (#,),Great seller and fast shipping / A+++ 🤩😎👌,Apple iPhone 13 mini 128GB Factory Unlocked AT&T T-Mobile Verizon Good Condition (#,),Excellent Phone, 1 day shipping, unbelievable, warranty,  easy setup. I rate these sellers an A plus, plus++++
Simply the best! ,Apple iPhone 13 mini 128GB Factory Unlocked AT&T T-Mobile Verizon Good Condition (#,),Good ,Apple iPhone 13 mini 128GB Factory Unlocked AT&T T-Mobile Verizon Good Condition (#,),Perfect transaction! Thank you!!!,Apple iPhone 13 mini 128GB Factory Unlocked AT&T T-Mobile Verizon Good Condition (#,),Object in ok condition but the vendor's evaluation is a bit optimistic. The phone has visible scratches on the screen and on the frame. Good thing is that everything works perfectly as expected.
Good shipping conditions, comes with a charging cable, which is a nice add-on.,Apple iPhone 13 mini 128GB Factory Unlocked AT&T T-Mobile Verizon Good Condition (#,),Works,Apple iPhone 13 mini 128GB Factory Unlocked AT&T T-Mobile Verizon Good Condition (#,),Thanks !,Apple iPhone 13 mini 128GB Factory Unlocked AT&T T-Mobile Verizon Good Condition (#,),Fast shipping, incredibly well packed with bubble wrap and air pocket bags.,Apple iPhone 13 mini 128GB Factory Unlocked AT&T T-Mobile Verizon Good Condition (#,),Good quality, perfect packing and Fast shipping!!,Apple iPhone 13 mini 128GB Factory Unlocked AT&T T-Mobile Verizon Good Condition (#294655667278),I got my phone in 2 days and that is quick!! I would order from them again. I needed help and got my ? answered quickly. ,Apple iPhone 13 mini 128GB Factory Unlocked AT&T T-Mobile Verizon Good Condition (#294655667278),Great communication - quick delivery! Thank you so much! A+++,Apple iPhone 13 mini 128GB Factory Unlocked AT&T T-Mobile Verizon Good Condition (#294655667278),I ordered this by mistake. I explained it to  the seller and they immediately sent me a return label. Very gracious and understanding. I highly recommend this seller.,Apple iPhone 13 mini 128GB Factory Unlocked AT&T T-Mobile Verizon Good Condition (#294655667278),It was great. I was surprised by the appearance it brings... It definitely looks like a new phone. It shows some slight scratches off the screen but other than that... It was very good. Great buy!,Apple iPhone 13 mini 128GB Factory Unlocked AT&T T-Mobile Verizon Good Condition (#294655667278),a++,Apple iPhone 13 mini 128GB Factory Unlocked AT&T T-Mobile Verizon Good Condition (#294655667278),Thank you! Fast shipping & great transaction,Apple iPhone 13 mini 128GB Factory Unlocked AT&T T-Mobile Verizon Good Condition (#294655667278),Great deal, fast delivery �� ,Apple iPhone 13 mini 128GB Factory Unlocked AT&T T-Mobile Verizon Good Condition (#294655667278),I was really satisfied ,Apple iPhone 13 mini 128GB Factory Unlocked AT&T T-Mobile Verizon Good Condition (#294655667278),My cell phone arrived with damaged parts, the battery does not work,Apple iPhone 13 mini 128GB Factory Unlocked AT&T T-Mobile Verizon Good Condition (#294655667278),customer service is amazing buy from them you wont regret it,Apple iPhone 13 mini 128GB Factory Unlocked AT&T T-Mobile Verizon Good Condition (#294655667278),Phone was in better condition than advertise. I would say like new. Set-up was seamless.,Apple iPhone 13 mini 128GB Factory Unlocked AT&T T-Mobile Verizon Good Condition (#294655667278),Thank you for making the return process easy. ,Apple iPhone 13 mini 128GB Factory Unlocked AT&T T-Mobile Verizon Good Condition (#294655667278),Great seller, highly recommended.,Apple iPhone 13 mini 128GB Factory Unlocked AT&T T-Mobile Verizon Good Condition (#294655667278),Unit seems fine,Apple iPhone 13 mini 128GB Factory Unlocked AT&T T-Mobile Verizon Good Condition (#294655667278)"
https://www.ebay.com/fdbk/feedback_profile/supplytronics?filter=feedback_page%3ARECEIVED_AS_SELLER&q=304087129567&sort=TIME,,,,,,,,,,,,,,,,,,,,,"Item came quickly and was just as described! ,Apple iPhone 11 Pro 64GB Unlocked AT&T T-Mobile Verizon Very Good Condition (#,),AAA+++,Apple iPhone 11 Pro 64GB Unlocked AT&T T-Mobile Verizon Very Good Condition (#,),Fast shipping,Apple iPhone 11 Pro 64GB Unlocked AT&T T-Mobile Verizon Very Good Condition (#,),Great transaction!,Apple iPhone 11 Pro 64GB Unlocked AT&T T-Mobile Verizon Very Good Condition (#,),great seller , fast shipping, I will buy again,Apple iPhone 11 Pro 64GB Unlocked AT&T T-Mobile Verizon Very Good Condition (#,),Fast shipping!! Thank you,Apple iPhone 11 Pro 64GB Unlocked AT&T T-Mobile Verizon Very Good Condition (#,),The battery came at 80% percentage and it was to be at 100%,Apple iPhone 11 Pro 64GB Unlocked AT&T T-Mobile Verizon Very Good Condition (#,),Phone was as described in great condition with super fast shipping! 5/5!!,Apple iPhone 11 Pro 64GB Unlocked AT&T T-Mobile Verizon Very Good Condition (#,),fast shipping. Great communication. Item as described,Apple iPhone 11 Pro 64GB Unlocked AT&T T-Mobile Verizon Very Good Condition (#,),great seller, good product, I will buy again,Apple iPhone 11 Pro 64GB Unlocked AT&T T-Mobile Verizon Very Good Condition (#,),Perfect device ,Apple iPhone 11 Pro 64GB Unlocked AT&T T-Mobile Verizon Very Good Condition (#304087129567),Quick shipping and great quality ,Apple iPhone 11 Pro 64GB Unlocked AT&T T-Mobile Verizon Very Good Condition (#304087129567),excellent phone, fast delivery,Apple iPhone 11 Pro 64GB Unlocked AT&T T-Mobile Verizon Very Good Condition (#304087129567),Very good thanks ,Apple iPhone 11 Pro 64GB Unlocked AT&T T-Mobile Verizon Very Good Condition (#304087129567),Em bom estado ,Apple iPhone 11 Pro 64GB Unlocked AT&T T-Mobile Verizon Very Good Condition (#304087129567),Thanks for my item .. I love it ,Apple iPhone 11 Pro 64GB Unlocked AT&T T-Mobile Verizon Very Good Condition (#304087129567),No true tone, pantalla es pieza desconocida. Nunca más les compro nada, es very good encima el celular. ,Apple iPhone 11 Pro 64GB Unlocked AT&T T-Mobile Verizon Very Good Condition (#304087129567),Thanks for a great iPhone!!  It was in better than expected condition!,Apple iPhone 11 Pro 64GB Unlocked AT&T T-Mobile Verizon Very Good Condition (#304087129567),Great Seller...Thank you....!!!,Apple iPhone 11 Pro 64GB Unlocked AT&T T-Mobile Verizon Very Good Condition (#304087129567),Fast delivery,Apple iPhone 11 Pro 64GB Unlocked AT&T T-Mobile Verizon Very Good Condition (#304087129567),Works great ,Apple iPhone 11 Pro 64GB Unlocked AT&T T-Mobile Verizon Very Good Condition (#304087129567),Great price!,Apple iPhone 11 Pro 64GB Unlocked AT&T T-Mobile Verizon Very Good Condition (#304087129567),1 year warranty ,Apple iPhone 11 Pro 64GB Unlocked AT&T T-Mobile Verizon Very Good Condition (#304087129567),Excellent buyer thank you,Apple iPhone 11 Pro 64GB Unlocked AT&T T-Mobile Verizon Very Good Condition (#304087129567),I havent receive my package yet its been more than a week ,Apple iPhone 11 Pro 64GB Unlocked AT&T T-Mobile Verizon Very Good Condition (#304087129567)"
https://www.ebay.com/itm/304517572567?hash=item46e6a967d7:g:mEQAAOSwxbFlDb2R&amdata=enc%3AAQAIAAAAwBoUNWfK1WYkwfYdbfJr9Nj0yJFjBuIIjrRabiS%2BMgcLdxKE0unyOPoaA2PFUegiMlVttTAzaQvt2OSlAZiQbBvsMJdUGp1PiU8nCvUlhegznuR8owrRFhAW%2BZWzezKfQBmW14VLmx5AMkzQ66hi%2FBBOqW0AgxlOryndt0vtFrmP1hEP1ylwUyPqiVg%2FFpNcp%2BHkZXHPKFHmp0sCav046rFlElyXfWYoQmhHVEGNQJmmAT1rutYG6007Kgh7RSfc2A%3D%3D%7Ctkp%3ABlBMUNbQ8pj-Yg,Apple iPhone 13 mini 128GB Factory Unlocked AT&T T-Mobile Verizon Very Good,US $404.95,Very Good - Refurbished,“100% Fully Functional - Very Good Cosmetic Condition. Very minimal signs of wear. See below for ... ,"4G, Bluetooth, NFC, Wi-Fi, Lightning, 5G",Apple,Apple iPhone 13 mini,128 GB,Unlocked,12.0 MP,5.4 in,Factory Unlocked,Hexa Core,4 GB,"Dual Rear Cameras, Tap to Wake, Ultra Wide-Angle Camera",Without Contract,iOS,"Midnight, Blue, Green, Pink, (PRODUCT)RED, Starlight",2021,80% or higher,
https://www.ebay.com/itm/266193900545?epid=6045913935&hash=item3dfa649401:g:DGkAAOSw7ntkJKVC&amdata=enc%3AAQAIAAAAwGdYrTn6ySaiHqYBKSzEW0EkOlz11x1O5cruQlxRQFUA15dymNTTDTDPVEF%2FtXdchzIhcZhq52499mk4R6CeoZF6PjnpJCy2J6XiwDirgCbZg9bRTPEzDvmEfeT0cIH0a0eGQaeFph50UXh4Qrj6fyN3oKgBbFgtlk3H8U1MteIrUL5lKqfmY9ZCDXrMigTdNU0VHzPCEPq%2BQtcGHnz%2FKZdAm4570r%2FSptMsxdy8AmB%2BwBjNu4d49%2FgT6XHv7liwfw%3D%3D%7Ctkp%3ABlBMUNbQ8pj-Yg,Apple iphone 12 -  Fully Functional - Unlocked - Great condition !!!!!,US $330.00,Good - Refurbished: The item shows moderate wear and is backed by a one year warranty. It is fully ... ,Hexa Core,6.1 in,Apple A14 Bionic,None,unknown,12,Network Unlocked,Single SIM,CDMA 1900,Apple,Unlocked,Apple iPhone 12,"5G, Wi-Fi",Bar,"Accelerometer, Ambient Light Sensor, Barometer",iOS,64 GB,
https://www.ebay.com/fdbk/feedback_profile/supplytronics?filter=feedback_page%3ARECEIVED_AS_SELLER&q=304517572567&sort=TIME,,,,,,,,,,,,,,,,,,,,,"Great condition, fast shipping, really happy with my new phone!,Apple iPhone 13 mini 128GB Factory Unlocked AT&T T-Mobile Verizon Very Good (#,),Perfect,Apple iPhone 13 mini 128GB Factory Unlocked AT&T T-Mobile Verizon Very Good (#,),Good seller, as described 👍,Apple iPhone 13 mini 128GB Factory Unlocked AT&T T-Mobile Verizon Very Good (#,),The delivery came on time and the product was in very good condition as described. Will buy again from seller.,Apple iPhone 13 mini 128GB Factory Unlocked AT&T T-Mobile Verizon Very Good (#,),Lovely ,Apple iPhone 13 mini 128GB Factory Unlocked AT&T T-Mobile Verizon Very Good (#,),Great phone, reasonable price, good shipping.,Apple iPhone 13 mini 128GB Factory Unlocked AT&T T-Mobile Verizon Very Good (#,),This was 2nd phone purchased from them but one of them died within a week however, they provided 100% refund and return process was smooth. I love their quick response. Will do business again.,Apple iPhone 13 mini 128GB Factory Unlocked AT&T T-Mobile Verizon Very Good (#,),Great deal, thanks!,Apple iPhone 13 mini 128GB Factory Unlocked AT&T T-Mobile Verizon Very Good (#,),Item exactly as described, great seller,Apple iPhone 13 mini 128GB Factory Unlocked AT&T T-Mobile Verizon Very Good (#,),As advertised. On time. Would recommend.,Apple iPhone 13 mini 128GB Factory Unlocked AT&T T-Mobile Verizon Very Good (#,),👍,Apple iPhone 13 mini 128GB Factory Unlocked AT&T T-Mobile Verizon Very Good (#,),Item as described. Quick shipping.,Apple iPhone 13 mini 128GB Factory Unlocked AT&T T-Mobile Verizon Very Good (#,),No problems with purchasing or shipping and so far no issues with the phone.  It looks like brand new to me and battery is 95%.  ,Apple iPhone 13 mini 128GB Factory Unlocked AT&T T-Mobile Verizon Very Good (#,),The phone is exactly as described and works wonderfully. ,Apple iPhone 13 mini 128GB Factory Unlocked AT&T T-Mobile Verizon Very Good (#,),Love my Apple 13 mini! Thank you for a great product!!!,Apple iPhone 13 mini 128GB Factory Unlocked AT&T T-Mobile Verizon Very Good (#,),Excellent seller!!, Fast shipping, Item as described! Works great!! Very pleased with item and transaction experience ,Apple iPhone 13 mini 128GB Factory Unlocked AT&T T-Mobile Verizon Very Good (#,),Great iPhone and great seller - Thanks!!,Apple iPhone 13 mini 128GB Factory Unlocked AT&T T-Mobile Verizon Very Good (#,),The item was received early and as advertised. Very good transaction thank you ,Apple iPhone 13 mini 128GB Factory Unlocked AT&T T-Mobile Verizon Very Good (#,),Phone arrived quickly and it good condition.,Apple iPhone 13 mini 128GB Factory Unlocked AT&T T-Mobile Verizon Very Good (#,),Works well as it should ,Apple iPhone 13 mini 128GB Factory Unlocked AT&T T-Mobile Verizon Very Good (#,),Perfect phone…exactly as described!,Apple iPhone 13 mini 128GB Factory Unlocked AT&T T-Mobile Verizon Very Good (#,),I love my new phone thank you. A+++,Apple iPhone 13 mini 128GB Factory Unlocked AT&T T-Mobile Verizon Very Good (#,),Amazing price and very fast shipping A+,Apple iPhone 13 mini 128GB Factory Unlocked AT&T T-Mobile Verizon Very Good (#,),Great condition as described, thank you!,Apple iPhone 13 mini 128GB Factory Unlocked AT&T T-Mobile Verizon Very Good (#,),Phone works fine,just as described and fast shipping,recommend seller definitely.,Apple iPhone 13 mini 128GB Factory Unlocked AT&T T-Mobile Verizon Very Good (#,)"
https://www.ebay.com/fdbk/feedback_profile/wirecent?filter=feedback_page%3ARECEIVED_AS_SELLER&q=266193900545&sort=TIME,,,,,,,,,,,,,,,,,,,,,"Great item ,fast shipping,Apple iphone 12 -  Fully Functional - Unlocked - Great condition !!!!! (#266193900545),Fast shipping. All as expected.,Apple iphone 12 -  Fully Functional - Unlocked - Great condition !!!!! (#266193900545),Nice. Exact match.,Apple iphone 12 -  Fully Functional - Unlocked - Great condition !!!!! (#266193900545),Item as described, A+++,Apple iphone 12 -  Fully Functional - Unlocked - Great condition !!!!! (#266193900545),All good ,Apple iphone 12 -  Fully Functional - Unlocked - Great condition !!!!! (#266193900545),So far zero issues. Seller is a very fast shipper. will use again.,Apple iphone 12 -  Fully Functional - Unlocked - Great condition !!!!! (#266193900545),Great seller. Great product. Great communication. Great seller.,Apple iphone 12 -  Fully Functional - Unlocked - Great condition !!!!! (#266193900545),Super clean phones, like new,Apple iphone 12 -  Fully Functional - Unlocked - Great condition !!!!! (#266193900545),Super clean phones, like new,Apple iphone 12 -  Fully Functional - Unlocked - Great condition !!!!! (#266193900545),Excellent quality and appearance!!!,Apple iphone 12 -  Fully Functional - Unlocked - Great condition !!!!! (#266193900545),Good seller ,Apple iphone 12 -  Fully Functional - Unlocked - Great condition !!!!! (#266193900545),Great Seller...Thank you....!!!,Apple iphone 12 -  Fully Functional - Unlocked - Great condition !!!!! (#266193900545),Excellent seller,Apple iphone 12 -  Fully Functional - Unlocked - Great condition !!!!! (#266193900545),Good seller ,Apple iphone 12 -  Fully Functional - Unlocked - Great condition !!!!! (#266193900545),Very good condition like new thank you ,Apple iphone 12 -  Fully Functional - Unlocked - Great condition !!!!! (#266193900545),iPhone 12 64Gb.   Excellent phone purchasing another.  Battery life greater than expected.
Friendly  return policy,Apple iphone 12 -  Fully Functional - Unlocked - Great condition !!!!! (#266193900545),Good,Apple iphone 12 -  Fully Functional - Unlocked - Great condition !!!!! (#266193900545),Thanks,Apple iphone 12 -  Fully Functional - Unlocked - Great condition !!!!! (#266193900545),Good,Apple iphone 12 -  Fully Functional - Unlocked - Great condition !!!!! (#266193900545),Thank you!,Apple iphone 12 -  Fully Functional - Unlocked - Great condition !!!!! (#266193900545),As described. Fast delivery happy with the item,Apple iphone 12 -  Fully Functional - Unlocked - Great condition !!!!! (#266193900545),Excellent condition iPhone. Thanks,Apple iphone 12 -  Fully Functional - Unlocked - Great condition !!!!! (#266193900545),Good phone,Apple iphone 12 -  Fully Functional - Unlocked - Great condition !!!!! (#266193900545),Very good,Apple iphone 12 -  Fully Functional - Unlocked - Great condition !!!!! (#266193900545),Great product.. Quick shipping.. A+++ Will do business again ,Apple iphone 12 -  Fully Functional - Unlocked - Great condition !!!!! (#266193900545)"
https://www.ebay.com/itm/134289962940?epid=9032461461&hash=item1f444e37bc:g:kG8AAOSwemNjUOyA&amdata=enc%3AAQAIAAAA4Kvxqp6bj0AZsd%2BYOE0ZVpLWw%2FrPSXypHv480UlEkw58FzX%2BJGdH3p9uF%2Bm5u8THr7kh7mWFdmWMIxVez7ZKuU78E6TYkJ6IPRUU5ieRnLn%2BrH%2BI0x%2BUk38Dd2YLCljwuTVMYPwl4AV1%2FQYrBiBSmR5NSf93TiMdsNGjhQF2bbJo57%2F0FpzGN5nI1oOBFgw61F6nK1m4cIaRBCzfE42Nus4IB502e8aOdvlsD06%2BBBwQBHb%2FuNUMUokcNmvaWMjWxsjm41aeM34G1ATZ96Q8lhs8vWrIeoK4xRu7sIuB%2FoF7%7Ctkp%3ABk9SR9TQ8pj-Yg,"Apple iPhone XS ,XS Max Unlocked Various Colors 64GB 256GB 512GB Smartphone Used",US $234.99,Used,"“very good condition! ! They are not locked and can be used as is. Although it is a Japan product, ... ",Hexa Core,"5.8 in, 6.5 in",Built-In Memory,Factory Unlocked,"A1920, A1921(CDMA + GSM)",Single SIM,Apple,Unlocked,Apple iPhone XS XSMax,"4G, Bluetooth, LTE, NFC, Wi-Fi",iOS,"4K Video Recording, Bluetooth Enabled, Camera, Dual Rear Cameras,",Without Contract,12.0 MP,4GB,,
https://www.ebay.com/fdbk/feedback_profile/xmb-mobile?filter=feedback_page%3ARECEIVED_AS_SELLER&q=385617093976&sort=TIME,,,,,,,,,,,,,,,,,,,,,"Overall smooth transaction. Would purchase from the seller again.,90%Ne w Apple iPhone 4S 8/16/32/64GB IOS 6  IOS 9 Black white unlocked (#,),great 👍 works just fine as it should,90%Ne w Apple iPhone 4S 8/16/32/64GB IOS 6  IOS 9 Black white unlocked (#,),Not what I thought ,90%Ne w Apple iPhone 4S 8/16/32/64GB IOS 6  IOS 9 Black white unlocked (#,),Excellent condition, arrived sooner then expected. Over happy with the phone,90%Ne w Apple iPhone 4S 8/16/32/64GB IOS 6  IOS 9 Black white unlocked (#385617093976),Excellent condition, arrived sooner then expected. Over happy with the phone. There was a missing charging block. Other wise im happy with the phone. 😊,90%Ne w Apple iPhone 4S 8/16/32/64GB IOS 6  IOS 9 Black white unlocked (#385617093976),I loved every thing especially that parcial refund ,90%Ne w Apple iPhone 4S 8/16/32/64GB IOS 6  IOS 9 Black white unlocked (#385617093976),Great communication with the seller. Will do business with them again. ,90%Ne w Apple iPhone 4S 8/16/32/64GB IOS 6  IOS 9 Black white unlocked (#385617093976)"
https://www.ebay.com/fdbk/feedback_profile/recob8?filter=feedback_page%3ARECEIVED_AS_SELLER&q=134289962940&sort=TIME,,,,,,,,,,,,,,,,,,,,,"Item received,Apple iPhone XS ,XS Max Unlocked Various Colors 64GB 256GB 512GB Smartphone Used (#134289962940),VERY GOOD,Apple iPhone XS ,XS Max Unlocked Various Colors 64GB 256GB 512GB Smartphone Used (#134289962940),The shipment reached my country in 3 weeks from date of payment which is alright within reason. The item is in excellent physical condition and the only thing I wish was better was the battery health on the iPhone which was showing 73% with a service warning. Shipping costs were low and reasonable which was another positive thing to experience. Overall experience was good, so will definitely be looking forward to doing more business with this seller.,Apple iPhone XS ,XS Max Unlocked Various Colors 64GB 256GB 512GB Smartphone Used (#134289962940),Excelente! O problema está apenas no tempo que levam para enviar depois do pagamento. Tirando isso gostei ,Apple iPhone XS ,XS Max Unlocked Various Colors 64GB 256GB 512GB Smartphone Used (#134289962940),Great value! Seller accepted my bid and once I got the device, was super helpful with getting it set up correctly. I went through Linksys support as something was wrong with my own network, however the seller was super responsive all throughout ! 10/10 would recommend again!,Apple iPhone XS ,XS Max Unlocked Various Colors 64GB 256GB 512GB Smartphone Used (#134289962940),Good seller,Apple iPhone XS ,XS Max Unlocked Various Colors 64GB 256GB 512GB Smartphone Used (#134289962940),Very responsible and trusted seller! My purchase was as I expected! Thanks!,Apple iPhone XS ,XS Max Unlocked Various Colors 64GB 256GB 512GB Smartphone Used (#134289962940),Very excellent service from the seller and the communication was even better. I love the phone its in great condition for the price point. Happy!,Apple iPhone XS ,XS Max Unlocked Various Colors 64GB 256GB 512GB Smartphone Used (#134289962940),Hola, buenas tardes.Costó un poco llegar a un acuerdo, pero al final se consiguió con sensatez. He salido perdiendo pero no siempre se puede conseguir una solución enteramente positiva.,Apple iPhone XS ,XS Max Unlocked Various Colors 64GB 256GB 512GB Smartphone Used (#134289962940),Hello and thanks!After I paid custom duties, everything arrived in perfect condition.⭐️⭐️⭐️⭐️⭐️,Apple iPhone XS ,XS Max Unlocked Various Colors 64GB 256GB 512GB Smartphone Used (#134289962940),good product,Apple iPhone XS ,XS Max Unlocked Various Colors 64GB 256GB 512GB Smartphone Used (#134289962940),surprise de 50e supplémentaire à la livraison mais bon très bien ,Apple iPhone XS ,XS Max Unlocked Various Colors 64GB 256GB 512GB Smartphone Used (#134289962940),Excellent seller! Fast response. Good to do business again.,Apple iPhone XS ,XS Max Unlocked Various Colors 64GB 256GB 512GB Smartphone Used (#134289962940)"
